orf_id,Essential,upstream_size,downstream_size,paralagous_count,phyletic_retention,promoter_count(Harbison_et_al),DIP_degree,PI,CAI,Codon_bias,ASP,GLN,GLU,MET,Gravy_score,aromaticity_score,cytoplasm,endosome,ER to Golgi,mitochondrion,nucleolus,nucleus,spindle pole,vacuolar membrane,vacuole
YJR078W,N,669,210,0,2,59,0,7.97,126,115,23,12,28,12,-0.272406,0.072848,0,0,0,0,0,0,0,0,0
YJR082C,N,352,297,0,1,0,16,6.42,147,-58,9,8,8,1,-1.33628,0.097345,0,0,0,0,0,1,0,0,0
YJR083C,N,195,352,0,1,0,10,9.37,108,-41,17,25,24,7,-1.15469,0.055016,0,0,0,0,0,0,0,0,0
YJR084W,N,195,115,0,4,16,2,9.9,99,-11,18,17,31,9,-0.363357,0.092199,1,0,0,0,0,1,0,0,0
YJR088C,N,344,94,0,3,0,0,5.44,171,0.16,13,11,27,9,-0.219521,0.10274,0,0,0,0,0,0,0,0,0
YJR090C,N,733,289,0,4,0,19,6.48,117,-5,77,56,60,29,-0.396959,0.074718,0,0,0,0,0,0,0,0,0
YJR091C,N,782,733,1,2,0,283,6.96,151,128,43,71,46,31,-0.53538,0.061412,0,0,0,0,0,0,0,0,0
YJR092W,N,782,141,0,2,67,2,4.69,147,58,104,62,161,23,-0.867956,0.069061,0,0,0,0,0,0,0,0,0
YJR093C,Y,365,141,0,4,0,18,4.08,119,6,35,14,18,13,-0.842813,0.058104,0,0,0,0,0,0,0,0,0
YJR094C,N,2653,365,0,0,0,6,5.01,184,35,26,22,23,3,-1.05139,0.138889,0,0,0,0,0,0,0,0,0
YJR094W-A,N,2653,914,1,5,251,0,11.21,571,686,1,3,3,2,-375,0.065217,1,0,0,0,0,0,0,0,0
YJR096W,N,453,369,5,2,43,0,6.92,222,216,15,10,23,5,-0.485461,0.099291,1,0,0,0,0,1,0,0,0
YJR097W,N,369,254,0,2,25,1,4.78,131,-73,16,8,14,4,-0.601744,0.093023,1,0,0,0,0,1,0,0,0
YJR099W,N,419,64,0,4,24,1,4.28,109,-49,14,9,20,3,-0.33178,0.097458,0,0,0,0,0,0,0,0,0
YJR100C,N,899,64,0,2,0,1,9.13,0.1,-85,22,11,14,11,-0.289908,0.122324,0,0,0,0,0,0,0,0,0
YJR102C,N,988,122,0,3,0,5,5.17,131,8,16,10,11,5,-0.533168,0.10396,0,0,0,0,0,0,0,0,0
YJR103W,N,988,100,1,3,62,5,6.02,157,157,32,17,44,14,-0.230497,0.070922,1,0,0,0,0,0,0,0,0
YJR104C,N,566,100,0,3,0,6,5.93,377,494,9,3,10,2,-0.322727,0.045455,1,0,0,0,0,1,0,0,0
YJR105W,N,566,234,0,4,72,4,4.86,0.37,484,23,11,19,6,0.005588,0.085294,1,0,0,0,0,1,0,0,0
YJR106W,N,234,325,0,2,12,1,6.76,104,0.01,27,20,29,25,0.430758,0.093793,0,0,0,0,0,0,0,0,0
YJR107W,N,325,386,0,1,22,0,6.08,127,36,16,5,27,8,-0.089939,0.112805,0,0,0,0,0,0,0,0,0
YJR108W,N,386,501,0,0,22,3,4.25,139,68,9,0,8,2,-0.149594,0.138211,0,0,0,0,0,0,0,0,0
YJR109C,N,673,501,0,3,0,8,5.05,239,256,65,33,82,19,-0.133363,0.086762,1,0,0,0,0,0,0,0,0
YJR110W,N,673,173,0,4,71,2,7.58,158,57,49,31,36,11,-0.546802,0.111919,1,0,0,0,0,0,0,0,0
YJR112W,Y,323,154,0,2,26,16,4.61,87,-83,13,16,26,6,-0.754726,0.064677,0,0,0,0,0,0,1,0,0
YJR115W,N,890,373,0,0,91,0,8.69,99,59,9,4,5,7,-0.247337,0.065089,0,0,0,0,0,0,0,0,0
YJR116W,N,373,342,0,3,30,2,10.52,0.14,174,6,5,5,13,0.489606,0.146953,0,0,0,0,0,0,0,0,0
YJR117W,N,342,121,0,5,17,34,8.04,268,293,23,13,18,13,0.215452,0.147903,0,0,0,0,0,0,0,0,0
YJR119C,N,635,202,1,4,0,1,6.1,148,18,60,24,39,12,-0.470742,0.122253,1,0,0,0,0,1,0,0,0
YJR123W,Y,631,313,0,5,52,1,9.11,838,846,10,11,20,3,-332,0.048889,0,0,0,0,0,0,0,0,0
YJR124C,N,498,313,0,1,0,0,7.53,141,111,17,8,16,20,0.614509,0.104911,0,0,0,0,0,0,0,0,0
YJR125C,N,290,498,0,4,0,1,4.55,167,86,33,18,35,8,-0.82402,0.080882,0,0,0,0,0,0,0,0,0
YJR126C,N,227,290,0,2,0,2,7.18,127,51,49,24,51,19,-0.497411,0.106042,0,0,0,0,0,0,0,0,0
YJR129C,N,198,940,0,3,0,0,4.77,109,-0.01,25,12,30,8,-0.266077,0.088496,1,0,0,0,0,0,0,0,0
YJR130C,N,506,198,2,2,0,1,5.93,0.13,44,35,15,50,14,-0.276056,0.101721,1,0,0,0,0,1,0,0,0
YJR131W,N,506,228,0,3,37,4,5.52,144,83,33,14,38,16,-0.321494,0.129326,0,0,0,0,0,0,0,0,0
YJR133W,N,322,108,1,2,18,3,6.17,284,325,14,9,16,7,-0.331101,0.062201,1,0,0,0,0,0,0,0,0
YJR134C,N,206,108,0,2,0,3,4.64,155,34,52,44,92,14,-0.969448,0.039604,0,0,0,0,0,0,0,0,0
YJR135C,N,192,206,0,1,0,2,5.8,0.12,-28,20,10,15,8,-0.435146,0.066946,0,0,0,0,0,1,1,0,0
YJR137C,N,1281,250,0,2,0,0,5.24,247,251,97,56,97,16,-0.374411,0.089459,1,0,0,0,0,0,0,0,0
YJR139C,N,225,123,0,2,0,1,7.75,467,506,22,7,18,2,0.050418,0.077994,1,0,0,0,0,1,0,0,0
YJR140C,N,209,225,0,2,0,5,6.16,0.14,0.04,107,68,119,28,-0.392415,0.110437,0,0,0,0,0,1,0,0,0
YJR141W,Y,209,191,0,3,20,5,7.17,131,52,18,12,26,8,-0.293372,0.097983,0,0,0,0,0,0,0,0,0
YJR142W,N,191,156,0,2,14,0,5.21,154,58,19,7,34,9,-0.357018,0.116959,0,0,0,0,0,0,0,0,0
YJR145C,N,1127,335,1,4,0,0,10.9,695,724,18,5,9,3,-0.447893,0.072797,1,0,0,0,0,0,0,0,0
YJR147W,N,1127,471,0,0,78,0,9.71,116,48,15,25,13,6,-0.265084,0.111732,1,0,0,0,0,1,0,0,0
YJR148W,N,471,285,1,2,38,3,7.29,195,229,14,13,27,8,-0.2875,0.093085,1,0,0,0,0,1,0,0,0
YJR149W,N,285,436,0,0,20,0,8.59,139,38,22,20,21,14,-0.155693,0.094059,1,0,0,0,0,0,0,0,0
YJR150C,N,2547,436,0,0,0,0,4.38,299,423,6,5,15,4,0.203356,0.043624,0,0,0,0,0,0,0,0,0
YJR152W,N,2035,1517,3,1,164,2,8.76,158,143,18,13,27,18,0.272744,0.121547,0,0,0,0,0,0,0,0,0
YJR153W,N,1517,1883,0,1,105,0,8.16,175,164,19,7,5,3,-0.026593,0.060942,0,0,0,0,0,0,0,0,0
YJR154W,N,1883,580,0,0,151,0,6.45,128,38,19,11,25,9,-0.399711,0.106936,1,0,0,0,0,0,0,0,0
YKL001C,N,1222,232,0,3,0,2,8.18,267,336,12,5,18,1,-0.432178,0.079208,1,0,0,0,0,0,0,0,0
YKL002W,N,285,232,0,4,22,41,5.06,118,75,16,21,22,11,-0.752586,0.034483,0,1,0,0,0,0,0,0,0
YKL004W,Y,702,311,1,2,31,7,6.02,144,63,20,7,8,10,0.384289,0.169576,0,0,0,0,0,0,0,0,0
YKL005C,N,702,372,0,2,0,0,5.12,147,9,52,13,64,9,-0.848822,0.075758,0,0,0,0,0,0,0,0,0
YKL006C-A,Y,1273,89,0,1,0,2,10.68,103,0,5,3,3,4,-0.193814,0.092784,1,0,0,0,0,1,0,0,0
YKL006W,N,1273,372,1,0,92,0,11.63,684,754,4,7,5,2,-0.060145,0.057971,1,0,0,0,0,0,0,0,0
YKL007W,N,750,89,0,3,71,8,5.06,181,143,17,8,23,1,-0.531716,0.104478,0,0,0,0,0,0,0,0,0
YKL008C,N,750,342,1,1,0,27,10.28,195,184,20,11,13,12,0.063636,0.162679,0,0,0,0,0,0,0,0,0
YKL009W,N,366,342,0,4,16,7,9.05,279,303,13,7,22,5,-0.561441,0.084746,0,0,0,0,1,1,0,0,0
YKL010C,N,366,207,0,3,0,5,4.62,139,55,112,38,128,33,-0.243897,0.085637,1,0,0,0,0,1,0,0,0
YKL012W,Y,286,93,0,3,17,5,9.71,0.13,9,37,29,54,8,-0.931218,0.09777,0,0,0,0,0,1,0,0,0
YKL013C,Y,286,594,0,4,0,9,5.22,0.14,92,5,7,20,6,-0.177778,0.093567,0,0,0,0,0,0,0,0,0
YKL014C,Y,594,135,0,3,0,10,7.31,158,84,88,57,117,37,-0.173866,0.106009,0,0,0,0,1,0,0,0,0
YKL015W,N,554,135,0,2,76,1,5.15,163,56,68,42,54,22,-0.434219,0.092952,1,0,0,0,0,1,0,0,0
YKL017C,N,223,98,0,4,0,2,7.56,164,105,43,33,48,11,-0.420351,0.061493,1,0,0,0,0,0,0,0,0
YKL018W,Y,222,98,0,4,10,10,5.66,136,38,21,12,14,6,-0.211854,0.12766,0,0,0,0,0,0,0,0,0
YKL019W,Y,487,61,0,5,39,1,4.83,144,106,26,10,21,8,-0.328165,0.136076,0,0,0,0,0,0,0,0,1
YKL020C,N,487,81,1,1,0,5,6.65,156,118,76,36,42,28,-0.529113,0.073937,1,0,0,0,0,0,0,0,0
YKL021C,Y,81,95,0,4,0,5,8.58,193,0.12,31,12,35,9,-0.513462,0.08547,0,0,0,0,1,1,0,0,0
YKL022C,Y,95,171,0,4,0,15,6.74,124,-5,55,30,44,22,-0.483333,0.090476,0,0,0,0,0,1,0,0,0
YKL023W,N,580,171,0,0,34,8,9.54,116,-19,20,12,37,4,-1.52274,0.025271,1,0,0,0,0,0,0,0,0
YKL024C,Y,580,246,0,4,0,1,6.53,211,226,16,9,15,4,-0.355882,0.078431,1,0,0,0,0,1,0,0,0
YKL025C,N,246,356,0,4,0,2,6.38,151,63,42,19,24,16,-0.33623,0.095729,1,0,0,0,0,0,0,0,0
YKL026C,N,356,474,2,2,0,1,8.45,145,57,5,9,14,3,-0.428743,0.131737,0,0,0,0,0,0,0,0,0
YKL028W,Y,1032,355,0,5,84,5,4.22,201,159,51,22,60,10,-0.947718,0.053942,0,0,0,0,0,1,0,0,0
YKL032C,N,857,1492,0,1,0,0,8.45,171,214,18,124,24,10,-1.24958,0.061977,0,0,0,0,0,1,0,0,0
YKL033W,Y,767,1492,0,2,55,1,4.87,125,-6,61,45,89,22,-0.071965,0.081888,1,0,0,0,0,0,0,0,0
YKL034W,N,438,399,0,3,33,0,6.55,119,6,37,30,36,19,-0.151979,0.135884,0,0,0,0,0,0,0,0,0
YKL035W,Y,773,438,1,4,20,3,7.46,0.33,0.41,31,12,31,7,-0.298597,0.07014,1,0,0,0,0,0,0,0,0
YKL038W,N,1386,773,1,2,108,0,7.88,113,42,56,70,49,21,-0.531709,0.065812,1,0,0,0,0,1,0,0,0
YKL039W,N,793,1386,1,3,50,1,4.76,153,81,35,22,24,16,0.133333,0.148776,0,0,0,0,0,0,0,0,0
YKL041W,N,575,240,0,3,35,0,4.95,134,104,16,14,28,13,-0.882589,0.035714,0,1,0,0,0,0,0,0,0
YKL042W,Y,626,575,0,1,47,8,8.11,137,66,30,13,28,11,-1.16612,0.060606,0,0,0,0,0,0,1,0,0
YKL043W,N,1668,626,0,0,109,1,9.7,137,111,12,19,19,8,-0.478962,0.068306,0,0,0,0,0,1,0,0,0
YKL045W,Y,868,1668,0,5,50,2,8.25,0.14,67,21,36,47,7,-0.654735,0.113636,0,0,0,0,0,0,0,0,0
YKL046C,N,868,261,1,2,0,0,4.32,211,188,27,19,16,13,-0.143875,0.140312,0,0,0,0,0,0,0,0,0
YKL047W,N,326,261,0,1,17,1,5.12,128,-5,28,20,41,5,-0.262015,0.106589,1,0,0,0,0,0,0,0,0
YKL048C,N,326,449,1,1,0,3,8.04,104,-52,40,26,38,9,-0.486562,0.071875,0,0,0,0,0,0,0,0,0
YKL049C,Y,449,454,0,2,0,1,10.13,0.12,82,13,16,23,6,-0.886026,0.061135,0,0,0,0,0,1,1,0,0
YKL050C,N,454,478,1,1,0,3,5.97,137,73,66,49,87,17,-0.865076,0.049892,0,0,0,0,0,0,0,0,0
YKL051W,N,765,478,0,2,63,1,7.28,147,72,12,10,13,9,0.217564,0.17847,0,0,0,0,0,0,0,0,0
YKL052C,Y,765,225,0,2,0,4,4.47,0.09,-47,24,18,26,6,-0.875342,0.034247,0,0,0,0,0,0,1,0,0
YKL054C,N,428,379,0,1,0,2,4.76,248,298,26,171,64,7,-1.5393,0.073171,1,0,0,0,0,0,0,0,0
YKL056C,N,405,442,0,4,0,9,4.25,731,0.73,17,4,15,7,-0.325749,0.107784,1,0,0,0,0,0,0,0,0
YKL057C,N,442,321,0,2,0,12,4.91,157,59,64,42,66,15,-0.117936,0.128255,0,0,0,0,0,0,0,0,0
YKL058W,Y,722,321,0,4,45,5,4.75,101,-75,12,4,6,2,-0.284426,0.065574,0,0,0,0,0,1,0,0,0
YKL059C,Y,722,630,0,5,0,16,6.53,149,125,28,21,34,12,-0.790023,0.072562,0,0,0,0,0,1,0,0,0
YKL060C,Y,630,295,0,2,0,4,5.65,869,888,18,9,31,8,-0.357382,0.091922,1,0,0,0,0,0,0,0,0
YKL061W,N,650,295,0,1,48,7,4.56,135,-25,9,5,16,3,-0.919469,0.088496,0,1,0,0,0,0,0,0,0
YKL062W,N,1709,650,1,2,133,1,7.23,0.16,0.09,41,25,26,16,-0.846508,0.063492,0,0,0,0,0,0,0,0,0
YKL063C,N,1709,341,0,1,0,2,10.2,163,28,11,14,12,2,-1.04311,0.047904,0,0,0,0,0,0,0,0,0
YKL064W,N,706,341,4,1,48,2,7.56,148,65,74,34,59,24,-0.757791,0.070175,0,0,0,0,0,0,0,0,0
YKL065C,N,706,1163,1,1,0,45,10.6,154,161,5,14,10,4,-0.157767,0.097087,0,0,0,0,0,0,0,0,0
YKL067W,N,1733,1163,0,5,102,8,9.13,229,221,9,6,11,3,-0.36732,0.091503,1,0,0,0,0,1,0,0,0
YKL068W,N,756,1733,1,1,43,33,10.15,107,-9,24,61,19,10,-0.703858,0.076121,0,0,0,0,0,0,0,0,0
YKL069W,N,564,1378,0,1,45,1,4.78,182,156,11,7,12,2,-0.097778,0.088889,1,0,0,0,0,1,0,0,0
YKL071W,N,3231,326,0,1,206,0,9.71,137,83,12,5,11,3,0.096484,0.101562,1,0,0,0,0,0,0,0,0
YKL072W,N,506,3231,1,1,34,1,8.83,132,-5,45,33,53,14,-0.632507,0.108355,0,0,0,0,0,0,0,0,0
YKL073W,N,236,506,3,2,21,5,5.04,147,69,52,35,84,15,-0.453462,0.072645,0,0,0,0,0,0,0,0,1
YKL074C,N,236,301,0,1,0,8,8.23,134,73,36,21,34,11,-0.808729,0.094877,1,0,0,0,0,1,0,0,0
YKL075C,N,301,324,0,1,0,3,4.85,0.17,88,33,13,49,10,-0.676444,0.091111,1,0,0,0,0,0,0,0,0
YKL077W,N,400,324,0,1,18,1,9.7,215,159,24,10,28,7,-0.63648,0.137755,0,0,0,0,0,0,0,0,1
YKL078W,Y,271,400,2,2,18,2,9.43,137,93,35,29,51,17,-0.256599,0.073469,0,0,0,0,1,0,0,0,0
YKL079W,N,394,271,2,1,28,3,6.92,122,7,33,27,58,12,-0.634146,0.051829,1,0,0,0,0,0,0,0,0
YKL080W,N,574,394,0,5,51,6,6.65,236,251,21,13,28,4,-0.210204,0.096939,0,0,0,0,0,0,0,1,0
YKL081W,N,561,574,1,2,58,18,8.09,553,617,27,8,28,7,-0.395631,0.118932,1,0,0,0,0,0,0,0,0
YKL082C,Y,561,165,0,3,0,6,10.37,0.17,99,36,21,55,11,-1.45852,0.032258,0,0,0,0,0,0,0,0,0
YKL086W,N,417,458,0,3,34,1,9.42,61,-65,5,7,7,4,-0.199213,0.047244,1,0,0,0,0,1,0,0,0
YKL088W,Y,239,190,2,1,17,3,4.75,124,0.01,41,41,62,12,-0.948161,0.054291,1,0,0,0,0,0,0,0,0
YKL089W,Y,184,239,0,2,10,2,4.49,142,0.02,61,18,52,6,-0.976139,0.074681,0,0,0,0,0,0,1,0,0
YKL090W,N,1227,184,0,2,78,3,7.19,119,-37,34,17,30,6,-0.63386,0.081264,0,0,0,0,0,0,0,0,0
YKL091C,N,1227,258,1,1,0,0,7.95,198,194,15,7,26,8,-0.467419,0.125806,1,0,0,0,0,1,0,0,0
YKL092C,N,258,336,0,3,0,4,9.33,135,16,61,35,73,21,-0.426902,0.084239,1,0,0,0,0,0,0,0,0
YKL094W,N,235,498,0,2,17,0,8.5,147,0.08,19,13,15,10,-0.491374,0.118211,0,0,0,0,0,0,0,0,0
YKL095W,Y,425,235,0,5,30,23,10.16,122,32,18,13,25,11,-1.09928,0.046763,0,0,0,0,0,1,0,0,0
YKL096W,N,1600,425,0,1,138,0,4.32,0.28,373,17,6,11,3,-0.154393,0.075314,0,0,0,0,0,0,0,0,0
YKL098W,N,297,1229,0,1,20,1,7.21,97,-41,19,8,23,11,-0.176471,0.07563,0,0,0,0,0,0,0,0,0
YKL099C,Y,297,240,0,5,0,1,10.87,161,114,15,20,19,8,-1.24102,0.058594,0,0,0,0,0,0,0,0,0
YKL100C,N,240,220,0,3,0,0,5.32,178,86,43,10,31,12,-0.039864,0.127768,0,0,0,0,0,0,0,0,0
YKL101W,N,1237,220,4,3,86,5,10.12,129,11,73,53,105,31,-0.738933,0.052701,0,0,0,0,0,0,0,0,0
YKL103C,N,1237,764,1,1,0,20,5.69,0.19,0.21,31,14,39,6,-0.335214,0.09144,1,0,0,0,0,0,0,0,0
YKL104C,Y,764,636,0,5,0,20,6.4,272,304,40,27,53,11,-0.173501,0.072524,0,0,0,0,0,0,0,0,0
YKL105C,N,636,293,0,0,0,1,5.58,119,-24,93,37,93,19,-1.09046,0.037986,0,0,0,0,0,0,0,0,0
YKL107W,N,353,76,0,0,25,1,6.54,122,11,22,7,19,5,-0.381553,0.084142,0,0,0,0,0,0,0,0,0
YKL108W,Y,534,353,0,2,42,15,9.79,132,66,32,17,43,5,-1.05894,0.059603,0,0,0,0,0,1,0,0,0
YKL109W,N,2346,534,0,0,207,1,5.19,206,129,51,17,32,7,-0.985018,0.070397,0,0,0,0,0,0,0,0,0
YKL110C,N,2346,173,0,3,0,4,7.98,141,112,21,16,12,2,-0.324601,0.076677,1,0,0,0,0,0,0,0,0
YKL112W,Y,694,173,0,1,64,5,4.74,178,26,83,23,45,11,-1.14391,0.046512,0,0,0,0,0,1,0,0,0
YKL113C,N,694,271,0,4,0,2,9.51,0.16,138,18,13,37,10,-0.503141,0.065445,0,0,0,0,0,1,0,0,0
YKL114C,N,271,451,0,4,0,1,8.33,143,38,20,13,29,9,-0.640599,0.092643,0,0,0,1,0,1,0,0,0
YKL116C,N,451,369,0,2,0,2,5.8,117,-6,34,18,34,11,-0.427606,0.081081,1,0,0,0,0,0,0,0,0
YKL117W,N,1106,369,0,2,56,4,4.29,0.28,267,20,13,23,10,-0.763426,0.078704,1,0,0,0,0,1,0,0,0
YKL119C,N,1106,251,0,0,0,5,9.78,134,32,10,9,20,3,-0.216279,0.111628,0,0,0,0,0,0,0,0,0
YKL121W,N,1143,643,1,0,89,0,8.37,136,18,48,22,42,14,-0.568193,0.098592,0,0,0,0,0,0,0,0,0
YKL122C,Y,1143,162,0,1,0,2,11.19,152,45,6,6,5,1,-0.935329,0.041916,0,0,0,0,0,0,0,0,0
YKL124W,N,462,162,1,1,34,0,4.91,0.14,37,45,15,40,13,-0.57582,0.100173,0,0,0,0,0,0,0,0,0
YKL125W,Y,497,462,0,3,36,1,4.42,142,16,54,29,50,16,-0.370495,0.108453,0,0,0,0,1,1,0,0,0
YKL126W,N,453,497,19,2,39,2,6.47,171,81,49,24,37,12,-0.392794,0.098529,1,0,0,0,0,0,0,0,0
YKL127W,N,1769,453,1,1,95,2,7.23,0.2,178,34,13,34,5,-0.267544,0.110526,1,0,0,0,0,0,0,0,0
YKL128C,N,1769,364,0,1,0,0,6.56,139,0.12,16,10,22,7,-0.461356,0.094915,1,0,0,0,0,1,0,0,0
YKL129C,N,364,320,3,3,0,20,10.24,147,64,77,56,65,25,-0.57325,0.083399,1,0,0,0,0,0,0,0,0
YKL130C,N,320,421,0,1,0,7,4.7,164,75,18,7,21,3,-0.09878,0.101626,1,0,0,0,0,1,0,0,0
YKL132C,N,421,503,1,0,0,0,7.1,109,29,22,18,24,3,-0.076744,0.067442,0,0,0,0,0,0,0,0,0
YKL133C,N,503,236,1,1,0,1,9.82,134,46,17,17,43,11,-0.517926,0.105832,0,0,0,0,0,0,0,0,0
YKL135C,N,483,167,2,4,0,12,4.95,149,54,52,31,47,24,-0.085813,0.059229,0,0,0,0,0,0,0,0,0
YKL137W,N,301,167,0,1,15,2,9.67,132,-37,6,7,8,4,-0.842718,0.067961,0,0,0,0,0,0,0,0,0
YKL139W,N,532,258,8,4,37,11,10.3,0.12,-4,23,24,28,12,-0.863258,0.089015,1,0,0,0,0,1,0,0,0
YKL140W,N,515,532,0,3,27,1,6.83,171,99,37,16,26,11,-0.174635,0.105839,0,0,0,0,0,0,0,0,0
YKL141W,Y,492,515,1,2,36,0,11.07,0.2,319,1,5,6,5,0.25101,0.116162,0,0,0,0,0,0,0,0,0
YKL143W,N,299,342,0,3,19,10,4.36,178,55,53,20,60,9,-1.11857,0.077754,1,0,0,0,0,0,0,0,0
YKL144C,Y,299,226,0,5,0,2,4.54,149,59,11,7,23,4,-0.249528,0.108491,0,0,0,0,0,0,0,0,0
YKL145W,Y,351,226,7,5,23,9,5.17,232,0.22,40,12,38,12,-0.573662,0.059957,0,0,0,0,0,1,0,0,0
YKL146W,N,653,351,1,2,41,7,8.65,101,55,19,18,30,11,0.068208,0.098266,0,0,0,0,0,0,0,0,0
YKL148C,N,653,377,1,3,0,0,7.47,245,314,36,19,38,15,-0.369063,0.073437,0,0,0,0,0,0,0,0,0
YKL151C,N,613,531,0,5,0,0,7.48,134,77,22,9,22,13,-0.243917,0.062315,1,0,0,0,0,0,0,0,0
YKL152C,Y,531,1306,2,4,0,5,9.65,811,824,16,8,17,2,-0.489474,0.080972,1,0,0,0,0,0,0,0,0
YKL154W,Y,258,1306,0,3,15,30,7.89,141,69,14,8,17,2,-0.113525,0.061475,0,0,0,0,0,0,0,0,0
YKL156W,N,432,243,1,2,19,0,9.51,361,494,2,3,3,1,-0.081707,0.04878,1,0,0,0,0,0,0,0,0
YKL157W,N,539,432,2,4,32,5,7.96,216,189,55,31,55,23,-0.298503,0.105882,1,0,0,1,0,0,0,0,0
YKL159C,N,539,109,0,1,0,0,5.15,146,57,20,17,10,5,-0.612322,0.061611,0,0,0,0,0,0,0,0,0
YKL160W,N,2581,109,0,5,187,2,4.32,0.13,-77,21,7,13,1,-1.15586,0.048276,0,0,0,0,0,1,0,0,0
YKL161C,N,2581,547,12,0,0,1,6.27,131,27,19,18,35,7,-0.274827,0.103926,0,0,0,0,0,0,0,0,0
YKL162C,N,547,2251,0,1,0,0,7.85,109,-49,27,23,17,10,-0.373632,0.104478,0,0,0,1,0,0,0,0,0
YKL163W,N,1581,2251,2,0,103,1,5.32,378,0.48,21,32,4,2,-0.130769,0.049231,0,0,0,0,0,0,0,0,0
YKL165C,Y,1102,2226,0,3,0,4,6.71,159,84,43,26,39,19,0.235147,0.151251,0,0,0,0,0,0,0,0,1
YKL166C,N,2226,374,13,2,0,14,6.31,158,127,23,15,29,11,-0.504271,0.115578,1,0,0,0,0,1,0,0,0
YKL168C,N,228,237,6,0,0,2,9.09,0.12,9,41,26,48,14,-0.747956,0.085831,1,0,0,0,0,0,0,0,0
YKL171W,N,432,372,0,1,27,1,9.26,0.12,35,55,38,43,20,-0.635129,0.079741,0,0,0,0,0,0,0,0,0
YKL172W,Y,215,432,0,4,9,7,6.36,277,281,34,20,70,8,-1.48876,0.042155,0,0,0,0,0,0,0,0,0
YKL173W,Y,280,215,4,2,18,19,5.79,118,0.04,59,33,74,22,-0.22629,0.08631,0,0,0,0,0,1,0,0,0
YKL174C,N,280,75,1,1,0,5,5.11,119,7,27,10,32,17,0.451133,0.119741,0,0,0,0,0,0,0,0,0
YKL175W,N,806,75,0,2,66,3,6.55,142,0.08,23,14,27,10,-0.17674,0.085487,0,0,0,0,0,0,0,0,1
YKL176C,N,806,872,0,1,0,2,8.98,117,47,40,30,43,18,-0.440217,0.083333,0,0,0,0,0,0,0,0,0
YKL178C,N,872,711,0,2,0,1,7.61,132,35,28,10,16,10,0.082766,0.12766,0,0,0,0,0,0,0,0,0
YKL179C,N,711,334,0,3,0,2,5.93,126,35,33,35,79,13,-0.872754,0.055965,0,0,0,0,0,0,0,0,0
YKL180W,Y,669,334,1,4,50,0,11.62,809,0.83,2,12,11,1,-0.70163,0.070652,1,0,0,0,0,0,0,0,0
YKL181W,N,489,669,3,2,28,0,5.53,255,294,35,15,27,11,-0.257143,0.04918,1,0,0,0,0,0,0,0,0
YKL182W,Y,1029,489,0,2,95,1,5.79,364,436,114,72,136,42,-0.180449,0.096051,1,0,0,0,0,0,0,0,0
YKL183W,N,113,1029,0,1,3,3,4.3,119,133,24,16,23,8,-0.514706,0.091503,1,0,0,0,0,1,0,0,0
YKL184W,N,491,237,0,3,43,0,5.31,175,151,30,12,32,7,-0.215236,0.10515,1,0,0,0,0,0,0,0,0
YKL185W,N,1200,491,0,1,97,1,10.72,118,33,21,18,22,8,-0.821599,0.068027,0,0,0,0,0,1,0,0,0
YKL186C,Y,1200,1207,0,1,0,1,7.93,112,41,13,13,2,7,-0.41413,0.092391,0,0,0,0,0,0,0,0,0
YKL188C,N,497,321,1,1,0,0,9.47,121,1,44,31,56,14,-0.353458,0.078546,0,0,0,0,0,0,0,0,0
YKL189W,Y,1153,321,0,4,95,6,8.52,154,63,21,16,23,12,-0.18822,0.097744,1,0,0,0,0,1,0,0,0
YKL190W,N,307,1153,0,5,26,5,4.2,152,62,22,5,14,5,-0.389715,0.085714,1,0,0,0,0,0,0,0,0
YKL191W,N,497,307,0,4,31,2,4.79,127,0.08,39,21,35,7,-0.18839,0.095506,1,0,0,0,0,0,0,0,0
YKL193C,Y,277,219,0,4,0,6,5.29,182,0.14,23,8,31,2,-0.480473,0.053254,1,0,0,0,0,1,0,0,0
YKL196C,Y,286,1066,0,5,0,8,5.49,181,145,11,11,18,6,-0.3995,95,0,0,0,0,0,0,0,0,0
YKL197C,N,1066,515,7,3,0,0,6.93,128,23,64,43,68,13,-0.309396,0.075743,0,0,0,0,0,0,0,0,0
YKL201C,N,806,570,1,0,0,3,6.46,194,163,78,47,127,12,-0.994737,0.108659,0,0,0,0,0,0,0,0,0
YKL203C,Y,570,332,3,3,0,8,7.48,152,102,125,110,160,58,-0.191067,0.080841,0,0,0,0,0,0,0,0,0
YKL204W,N,350,332,0,1,24,3,10.3,142,0.08,28,47,31,24,-1.01661,0.060127,1,0,0,0,0,0,0,0,0
YKL205W,N,241,350,0,4,18,8,4.86,154,27,63,53,60,32,0.024182,0.104545,0,0,0,0,0,0,0,0,0
YKL206C,N,241,115,0,1,0,1,4.42,96,-34,19,15,16,5,-0.136704,0.123596,1,0,0,0,0,0,0,0,0
YKL207W,N,134,115,0,4,4,0,6.36,123,78,14,28,9,16,-0.071631,0.085106,0,0,0,0,0,0,0,0,0
YKL209C,N,861,185,6,3,0,2,7.91,127,37,53,52,66,37,0.078372,0.092248,0,0,0,0,0,0,0,0,1
YKL210W,Y,1009,185,0,5,62,9,4.81,212,196,81,34,71,14,-0.320215,0.09375,1,0,0,0,0,1,0,0,0
