orf_id,Essential,upstream_size,downstream_size,paralagous_count,PI,CAI,ASP,GLN,GLU,LYS,MET,FOP_score,Gravy_score,aromaticity_score
YHR158C,N,369,229,2,5.12,142,84,49,96,90,19,441,-0.739691,0.065292
YHR159W,N,369,157,0,8.6,95,32,31,35,34,11,373,-1.06409,0.037698
YHR160C,N,300,157,0,4.78,131,18,10,26,18,4,408,-0.759011,0.084806
YHR161C,N,785,300,1,7.04,119,25,73,29,30,13,456,-0.608791,0.083203
YHR162W,N,785,168,1,11.13,146,3,4,4,7,2,525,-0.050388,0.124031
YHR163W,N,168,136,3,5.26,183,17,10,17,19,3,512,-0.287149,0.092369
YHR164C,Y,528,136,0,6.43,0.12,94,62,117,126,29,415,-0.454139,0.062418
YHR166C,Y,291,221,0,5.18,122,41,31,50,47,17,402,-0.404792,0.127796
YHR167W,N,291,249,0,4.82,118,23,12,26,22,7,398,-0.680843,0.068966
YHR170W,Y,351,327,0,5.21,244,39,27,38,31,12,575,-0.363706,0.07529
YHR171W,N,327,729,0,6.22,148,46,21,35,44,11,417,-0.137301,0.090476
YHR172W,Y,729,520,0,6.32,134,50,40,61,55,26,441,-0.439611,0.109356
YHR176W,N,521,1238,0,7.15,142,25,13,27,35,5,0.46,-0.314583,0.115741
YHR177W,N,1238,1346,0,10.22,117,18,28,17,23,11,411,-0.833554,0.099338
YHR178W,N,1346,971,0,8.48,0.13,39,27,38,45,22,438,-0.379677,0.078062
YHR179W,N,971,3523,1,6.54,415,21,13,31,26,5,705,-0.5385,0.1125
YHR181W,N,3523,304,0,8.51,122,8,4,10,9,2,424,0.424561,0.171053
YHR182W,N,304,383,0,6.32,134,51,36,58,66,10,434,-0.556943,0.087898
YHR183W,N,383,314,1,6.6,623,31,14,27,33,11,804,-0.143354,0.092025
YHR184W,N,314,167,0,5.61,145,32,29,57,55,10,431,-0.911384,0.078809
YHR185C,N,658,167,0,5.11,131,10,11,21,16,6,423,-0.681013,0.130802
YHR186C,Y,317,658,0,7.78,132,85,112,79,96,34,423,-0.405588,0.093128
YHR188C,Y,190,85,0,5.02,0.14,41,21,31,27,17,462,-0.168689,0.104918
YHR190W,Y,244,50,0,5.79,297,27,18,33,29,11,616,-0.107207,0.108108
YHR191C,N,194,50,0,9.07,69,10,8,9,12,8,339,-0.399248,0.06015
YHR193C,N,420,49,0,4.67,578,12,12,15,16,4,776,-0.471265,0.034483
YHR195W,N,350,218,0,4.9,128,23,13,33,22,2,449,-0.756075,0.05919
YHR196W,Y,218,237,0,4.57,171,47,24,55,55,7,0.47,-0.504174,0.066087
YHR197W,Y,237,127,0,5.5,173,32,26,72,59,11,481,-0.139318,0.076016
YHR200W,N,656,64,0,4.56,108,15,24,25,9,7,429,-0.50709,0.052239
YHR202W,N,1244,279,0,6.19,0.14,42,22,35,33,12,434,-0.394685,0.106312
YHR203C,N,788,279,1,10.9,709,18,5,9,27,3,837,-0.447893,0.072797
YHR204W,N,788,653,0,4.82,137,54,20,54,39,18,0.43,-0.204774,0.126884
YHR206W,N,894,304,0,7.04,141,28,42,29,30,14,0.47,-0.641158,0.054662
YHR207C,N,1046,304,0,6.43,144,36,16,49,46,5,0.43,-0.642015,0.085551
YHR209W,N,723,399,1,5.85,123,16,6,23,20,5,391,-0.397938,0.134021
YHR210C,N,3654,399,1,5.75,153,25,6,18,23,6,479,-0.351613,0.093842
YIL001W,N,508,661,0,4.89,119,41,17,39,31,13,404,-0.130215,0.109162
YIL002C,N,508,80,2,6.7,116,62,28,67,78,13,389,-0.358457,0.112051
YIL003W,Y,616,297,1,5.33,107,13,11,23,23,8,422,-0.121502,0.061433
YIL004C,Y,616,148,0,9.17,84,9,8,5,7,8,359,-0.28169,0.091549
YIL005W,N,508,148,0,7.86,147,43,14,51,65,15,0.44,-0.509273,0.11127
YIL007C,N,405,158,0,5.7,122,17,14,12,13,8,441,-0.344545,0.040909
YIL008W,N,1107,158,0,4.14,205,13,1,7,6,3,526,-0.1,0.060606
YIL009W,N,3131,1107,3,9.7,209,29,13,49,67,18,546,-0.160951,0.095101
YIL010W,N,345,136,0,10.13,144,10,7,19,25,2,432,-0.576744,0.065116
YIL011W,N,1283,345,0,3.99,503,9,8,15,8,9,757,0.060967,0.052045
YIL013C,N,1283,211,10,6.84,191,67,51,69,76,32,506,0.016584,0.129695
YIL014W,N,576,211,3,5.36,0.14,36,18,47,37,14,446,-0.352857,0.119048
YIL015W,N,408,1106,4,4.5,122,28,18,34,25,11,432,-0.203748,0.097104
YIL016W,N,488,408,0,10.37,154,9,3,14,22,4,487,-0.637107,0.050314
YIL018W,N,634,267,1,11.74,764,9,8,8,19,2,857,-0.490945,0.051181
YIL019W,Y,272,634,0,10.13,146,27,16,31,40,7,466,-1.12688,0.040462
YIL020C,N,272,173,0,5.73,161,23,10,17,24,2,464,-0.38046,0.091954
YIL021W,Y,444,173,0,4.35,167,26,15,25,20,11,457,-0.426415,0.072327
YIL023C,N,738,214,0,7.07,81,11,11,11,11,10,374,0.436127,0.086705
YIL024C,N,214,672,0,6.03,135,18,7,9,16,6,425,-0.713757,0.095238
YIL026C,Y,672,372,0,4.84,169,91,47,103,98,16,469,-0.43113,0.086957
YIL027C,N,372,2421,0,9.63,117,4,3,8,13,3,0.38,0.020568,0.113475
YIL029C,N,2421,818,0,10.79,104,1,4,2,10,5,402,0.282394,0.169014
YIL030C,N,818,312,0,6.22,169,74,41,71,64,38,482,0.010841,0.125095
YIL031W,Y,963,312,0,6.82,147,73,39,60,85,17,426,-0.716925,0.067698
YIL033C,N,963,329,0,8.14,178,27,27,27,33,6,537,-0.688462,0.091346
YIL034C,N,329,317,0,4.36,179,29,13,17,11,5,0.48,-0.517422,0.087108
YIL035C,N,317,360,9,9.22,178,29,10,25,38,12,465,-0.548656,0.13172
YIL036W,N,666,360,1,8.19,145,37,38,27,41,15,461,-0.889778,0.051107
YIL037C,N,666,376,0,8.09,104,28,33,30,44,15,405,-0.078354,0.103659
YIL038C,N,376,294,0,5.39,144,50,48,80,72,11,447,-0.819737,0.064593
YIL039W,N,286,294,0,5.58,211,29,18,30,26,9,525,-0.467442,0.141649
YIL040W,N,217,286,0,9.73,197,3,10,4,7,6,573,0.522464,0.181159
YIL041W,N,232,217,0,4.74,239,15,21,37,25,7,614,-0.565644,0.067485
YIL042C,N,232,67,0,8.45,97,18,21,22,29,12,458,-0.253299,0.093909
YIL044C,N,225,172,0,10.16,146,12,14,9,23,2,0.46,-0.584564,0.060403
YIL045W,N,587,172,2,8.95,136,42,19,25,42,11,412,-0.819517,0.085502
YIL046W,Y,177,587,3,7.56,108,55,30,23,43,16,445,-0.559531,0.079687
YIL047C,N,485,222,0,8.86,147,47,33,40,47,25,492,-0.190133,0.134146
YIL048W,Y,517,222,4,6.43,164,73,41,60,68,25,445,-0.124674,0.093831
YIL049W,N,387,517,0,9.93,104,4,4,10,15,3,388,0.281028,0.201581
YIL050W,N,632,387,0,4.89,131,17,11,19,18,4,0.45,-0.226667,0.084211
YIL052C,N,780,358,1,11.56,781,1,6,6,19,1,908,-0.798347,0.041322
YIL053W,N,1126,358,1,6.53,604,21,4,19,29,3,776,-0.304059,0.107011
YIL055C,N,1126,128,0,7.12,111,23,33,40,33,15,403,-0.64689,0.090909
YIL056W,N,1595,128,2,9.67,144,28,34,26,37,12,478,-0.429219,75
YIL057C,N,1595,2342,1,7.42,208,14,5,16,27,3,0.5,-0.948171,0.085366
YIL061C,Y,2342,194,0,10.82,152,18,8,14,24,3,514,-0.879667,0.1
YIL062C,Y,194,253,0,4.99,127,12,12,7,6,3,0.45,-0.320779,0.064935
YIL063C,Y,253,44,0,6.64,0.17,27,13,34,52,2,466,-1.04771,0.04893
YIL064W,N,167,44,0,4.79,119,21,13,16,23,8,437,-0.27821,0.093385
YIL066C,N,599,338,1,5.89,0.29,49,34,58,51,26,0.59,-0.344649,0.09206
YIL067C,N,338,249,0,6.35,0.1,39,17,25,30,13,386,-0.032301,0.120944
YIL068C,Y,249,687,0,4.87,139,56,36,76,68,21,436,-0.321739,0.098137
YIL069C,N,687,480,1,11.29,756,6,5,8,19,1,858,-0.702963,0.081481
YIL071C,N,277,240,0,4.59,109,27,18,39,26,17,366,-0.121171,0.096847
YIL072W,N,647,240,0,8.17,129,37,31,38,56,10,0.41,-0.430083,0.080992
YIL073C,N,647,446,0,4.97,117,55,45,81,78,25,405,-0.204103,0.086154
YIL074C,N,446,380,1,6.39,237,22,18,28,27,9,556,-0.092751,0.066098
YIL075C,Y,380,314,0,6.07,176,58,31,60,75,21,485,-0.189206,0.081481
YIL076W,N,515,314,0,4.27,208,20,19,26,20,3,527,-0.336824,0.101351
YIL077C,N,515,287,0,9.77,133,23,17,20,23,11,436,-1.02031,0.121875
YIL078W,Y,493,287,0,7.01,408,44,27,64,65,22,665,-0.547548,0.103542
YIL079C,N,493,6269,1,9.33,126,27,16,14,31,4,385,-1.22167,0.108333
YIL083C,Y,6269,296,0,8.59,167,18,12,26,30,6,479,-0.372329,0.09863
YIL084C,N,296,232,0,9.61,175,24,20,26,25,4,488,-1.25657,0.076453
YIL085C,N,232,370,7,5.06,169,39,12,44,36,14,477,-0.5147,0.158607
YIL087C,N,370,242,0,10.85,108,5,4,2,7,4,0.43,0.205733,0.11465
YIL088C,N,242,1714,2,5.01,119,18,7,19,17,13,425,0.540816,0.114286
YIL089W,N,528,1714,0,10.11,116,11,7,8,20,3,0.39,-0.067805,0.136585
YIL090W,N,399,528,0,9.14,125,11,15,18,26,7,0.45,0.33279,0.156823
YIL091C,Y,399,62,0,6.28,168,65,31,57,63,9,482,-0.773232,0.101248
YIL092W,N,281,62,0,9.64,105,35,17,39,59,12,378,-0.644076,0.06951
YIL095W,N,809,147,1,10.43,138,37,36,40,58,16,436,-0.648148,0.066667
YIL096C,N,809,139,0,10.52,136,20,18,19,42,3,0.38,-0.938691,0.107143
YIL097W,N,187,139,0,7.13,138,34,27,32,46,7,412,-0.5,0.091085
YIL099W,N,753,118,0,4.74,114,37,26,22,18,10,447,-0.165574,0.123862
YIL101C,N,753,419,0,10.14,133,29,38,17,35,8,491,-0.603709,0.102009
YIL102C,N,419,1553,0,4.92,118,3,1,10,7,4,438,-0.229703,0.09901
YIL103W,N,245,1553,0,8.33,189,23,15,29,35,9,502,-0.254588,0.091765
YIL104C,Y,245,340,0,4.55,136,37,27,51,36,12,446,-0.525444,0.100592
YIL105C,N,340,136,1,8.16,131,39,76,29,43,13,429,-0.695918,0.074344
YIL106W,Y,653,136,1,6.57,105,11,20,19,9,7,406,-0.495223,0.105096
YIL107C,N,653,300,0,9.29,161,60,24,44,62,16,445,-0.699274,0.078597
YIL108W,N,721,300,0,7.47,141,35,27,36,39,13,481,-0.301868,0.096264
YIL109C,Y,721,206,2,6.16,212,52,58,41,34,37,547,-0.244708,0.077754
YIL110W,N,279,206,0,4.38,153,30,12,31,21,2,464,-0.232095,0.084881
YIL112W,N,406,375,0,5.43,139,94,36,111,115,20,0.43,-1.03296,0.057248
YIL113W,N,570,406,0,7.99,88,10,6,14,12,5,416,-0.341627,0.07177
YIL115C,Y,433,241,0,4.56,143,91,58,128,113,18,442,-0.594521,0.076027
YIL116W,N,1358,241,0,6.37,209,22,9,23,28,9,533,-0.127273,0.075325
YIL117C,N,1358,165,0,7.19,109,15,9,16,18,6,406,-0.43522,0.062893
YIL118W,Y,1874,165,4,4.73,182,13,5,17,13,4,511,-0.265801,0.069264
YIL119C,N,1874,545,0,9.83,148,14,28,19,33,10,437,-0.926781,0.085995
YIL120W,N,544,545,3,9.86,112,18,13,21,30,10,407,0.266074,0.099467
YIL121W,N,578,544,3,9.64,109,13,14,22,27,9,429,0.410885,0.112546
YIL122W,N,1028,578,0,9.54,73,13,35,20,17,16,347,-0.927066,0.042735
YIL123W,N,1053,1028,2,4.31,359,23,11,20,17,3,688,-0.182526,0.071579
YIL124W,N,470,1053,0,9.92,184,16,9,14,27,8,486,-0.161279,0.097643
YIL126W,Y,347,617,10,6.68,186,91,67,135,129,24,488,-0.726711,0.065489
YIL128W,N,568,119,0,5.72,145,55,36,71,85,18,445,-0.001066,0.094961
YIL129C,Y,568,430,0,6.29,128,125,84,158,155,58,427,-0.161237,0.090488
YIL130W,N,546,430,1,6.07,146,58,42,48,53,14,442,-0.624689,0.080913
YIL131C,N,546,279,0,8.49,129,24,26,24,25,10,461,-0.509298,0.066116
YIL132C,N,279,443,0,8.61,123,9,10,18,16,4,0.42,-0.438029,0.089202
YIL133C,N,443,196,1,11.28,611,5,4,10,26,2,0.77,-0.293468,0.090452
YIL135C,N,146,264,0,10.01,127,23,18,13,13,13,0.44,-1.00734,0.055046
YIL137C,N,830,232,2,6.51,173,55,49,57,71,18,483,-0.27167,0.09408
YIL138C,N,232,513,1,4.31,246,9,12,37,21,3,558,-1.5,0.037267
YIL139C,N,513,141,0,4.66,166,19,9,22,16,2,471,-0.320408,0.110204
YIL140W,N,480,141,0,4.68,156,59,26,35,36,9,477,-0.41288,0.094775
YIL142W,Y,260,480,7,6,193,35,19,37,42,10,524,-0.153321,0.043643
YIL143C,Y,260,360,0,5.97,183,59,43,59,52,24,502,-0.481495,0.084223
YIL144W,Y,790,360,0,9.39,142,33,43,67,73,13,437,-0.810275,0.060781
YIL145C,N,790,580,0,5.18,126,19,14,21,15,7,473,-0.097735,0.084142
YIL146C,N,580,730,0,7.03,127,26,30,33,43,8,0.44,-0.39206,0.077505
YIL147C,Y,730,262,0,7.47,134,64,38,73,79,24,435,-0.325656,0.068033
YIL148W,N,640,262,2,10.63,742,7,7,6,17,1,882,-0.707031,0.039062
YIL149C,N,640,299,9,5.81,155,88,100,227,213,27,452,-0.955688,0.044669
YIL150C,Y,299,318,0,10.46,117,25,23,49,69,9,403,-0.830648,0.082312
YIL152W,N,165,85,0,10.8,89,10,32,6,19,2,395,-0.857447,0.059574
YIL153W,N,176,165,1,6.83,91,20,17,22,15,12,424,-0.376845,0.111959
YIL154C,N,176,272,0,4.78,109,31,11,33,20,10,462,-0.603179,0.054913
YIL156W,N,548,452,0,7.96,125,70,49,55,77,20,427,-0.556863,0.095238
YIL158W,N,248,133,0,7.35,116,9,5,17,15,6,421,-0.487745,0.083333
YIL159W,N,380,248,0,7.94,143,84,58,95,133,26,429,-0.456945,0.070545
YIL160C,N,380,50,1,7.56,144,19,16,26,27,8,472,-0.090168,0.055156
YIL161W,N,449,50,0,10.69,142,7,9,21,36,5,456,-1.10979,0.06383
YIL162W,N,2698,449,0,4.44,309,32,19,30,26,11,624,-0.437594,0.161654
YIL164C,N,2698,9,0,7.55,128,8,4,15,17,6,447,-0.126633,0.080402
YIL165C,N,9,1151,0,4.46,147,10,4,7,5,3,487,-0.07479,0.084034
YIL166C,N,1151,4831,1,9.62,133,23,16,26,34,14,451,0.085424,0.127306
YIL173W,N,2336,642,2,5.05,159,128,34,104,110,19,459,-0.4153,0.111685
YIR001C,N,519,661,0,10.13,158,12,18,17,28,3,473,-1.2524,104
YIR002C,N,488,519,0,7.27,152,68,42,82,99,21,454,-0.58137,0.080564
YIR003W,N,488,296,0,4.74,133,37,37,87,56,12,453,-1.09691,0.022091
YIR004W,N,296,369,1,4.96,145,28,19,54,52,11,457,-0.765972,0.06713
YIR005W,N,369,130,0,5.79,0.12,11,8,12,13,1,397,-0.765541,0.094595
YIR006C,Y,795,130,0,5.02,156,65,151,80,78,33,484,-0.771351,0.057432
YIR007W,N,795,78,0,6.46,128,49,27,40,53,15,422,-0.439005,0.121728
YIR008C,Y,218,78,0,7.87,164,34,16,25,36,9,445,-0.60489,0.105134
YIR009W,N,218,570,0,10.92,92,3,7,8,11,4,393,-0.428829,0.081081
YIR010W,Y,570,125,0,5.11,113,42,34,51,46,14,414,-0.909896,0.064236
YIR011C,Y,239,125,0,7.52,118,14,20,21,19,12,408,-0.485267,0.075235
YIR012W,Y,239,237,0,4.18,157,27,20,38,18,12,494,-0.122738,0.076566
YIR013C,N,701,237,1,11.43,0.14,1,6,5,9,2,525,-0.361983,0.057851
YIR014W,N,701,133,0,4.92,63,16,9,15,12,4,343,0.250826,0.078512
YIR015W,Y,133,245,0,10.78,93,6,4,5,15,4,396,-0.690278,0.0625
YIR016W,N,245,130,0,5.01,0.09,27,10,15,9,5,403,-0.606793,0.045283
YIR017C,N,489,130,0,10.88,85,7,10,17,23,5,411,-0.970588,0.032086
YIR018W,N,489,217,0,8.81,126,12,13,24,28,4,446,-1.04163,0.028571
YIR019C,N,3618,3870,0,4.1,299,14,20,69,30,5,696,-0.36774,0.035845
YIR022W,Y,6,540,0,9.96,165,5,8,7,11,4,0.5,0.090419,0.11976
YIR023W,N,540,151,0,7.98,125,41,76,41,49,19,429,-0.633608,0.070103
YIR024C,N,167,151,0,9.65,139,18,3,19,29,9,408,-0.396296,0.041667
YIR025W,N,167,107,0,4.47,96,39,15,41,14,10,352,-1.14212,0.076087
YIR026C,N,292,107,0,8.01,164,20,17,24,31,9,487,-0.420055,0.093407
YIR027C,N,825,292,0,5.88,0.13,21,14,30,23,10,457,-0.084783,0.069565
YIR028W,N,825,431,5,7.78,163,23,12,22,25,11,492,0.349292,0.166929
YIR029W,N,431,197,0,6.33,152,21,7,29,22,5,486,-0.375219,0.104956
YIR030C,N,244,197,0,5.92,111,14,11,14,20,5,414,-0.073361,0.077869
YIR031C,N,350,244,1,6.47,201,36,17,33,34,18,519,-0.280686,0.088448
YIR032C,N,506,350,0,5.17,95,8,9,17,11,4,429,-0.215385,0.071795
YIR033W,N,506,149,1,4.89,0.15,71,52,84,66,24,455,-0.648068,0.080863
YIR034C,N,289,149,0,9.82,218,22,9,18,26,4,533,-0.210456,0.08311
YIR035C,N,283,289,1,6.29,225,16,7,11,19,7,576,0.060236,0.082677
YIR036C,N,262,283,1,6.3,106,15,13,16,16,6,463,-0.060837,0.068441
YIR037W,N,262,189,2,8.33,229,7,8,15,21,3,541,-0.478528,0.128834
YIR038C,N,5983,189,0,6.65,234,14,8,17,19,6,556,-0.252564,0.119658
YIR039C,N,1817,5983,4,3.95,0.13,35,17,21,20,10,431,-0.021043,0.126629
YIR042C,N,10,970,0,6.18,123,10,8,25,16,3,414,-0.480508,0.122881
YJL001W,Y,511,875,0,5.73,172,14,6,12,14,4,502,-0.176744,0.093023
YJL002C,Y,511,220,0,4.88,165,20,15,33,21,7,487,-0.158614,0.142857
YJL004C,N,443,351,0,6.27,95,8,10,10,8,1,376,0.337931,0.157635
YJL005W,Y,1047,351,0,7.29,125,125,63,118,135,51,415,-0.524136,0.069595
YJL006C,N,1047,1474,0,8.05,113,17,12,22,22,3,387,-0.249226,0.117647
YJL008C,Y,1474,394,7,5.53,203,30,19,45,41,21,548,-0.089437,0.040493
YJL010C,Y,394,2791,0,8.33,0.17,37,28,62,64,17,477,-0.524174,0.093093
YJL011C,Y,2791,885,0,5.5,0.12,8,6,20,18,5,406,-0.662112,0.080745
YJL012C,N,885,20,2,6.81,247,52,24,52,57,11,545,-0.435922,0.106796
YJL013C,N,193,330,0,7.83,128,22,23,53,41,12,443,-0.744078,0.079612
YJL014W,Y,283,330,7,6,228,33,27,41,41,17,0.54,-0.14382,0.033708
YJL016W,N,642,283,0,7.66,0.14,33,16,26,37,19,439,-0.368449,0.094474
YJL019W,Y,486,642,0,5,126,49,51,52,47,12,431,-0.819501,0.102639
YJL020C,N,486,538,0,5.06,135,52,49,132,82,17,448,-0.829386,0.055315
YJL023C,N,538,762,0,10.55,128,17,8,20,41,5,408,-0.593372,0.103746
YJL024C,N,762,419,0,4.16,0.14,11,14,16,8,2,453,-0.066495,0.097938
YJL025W,Y,363,419,0,8.12,127,23,32,37,34,13,436,-0.429572,0.107004
YJL026W,Y,154,363,1,5.01,501,23,9,45,35,11,749,-0.40802,0.117794
YJL027C,N,154,979,0,10.32,76,3,5,3,5,4,0.42,0.005797,0.101449
YJL029C,N,979,137,0,5.32,131,61,35,55,69,16,441,-0.410219,0.104623
YJL030W,N,416,137,0,5.15,115,15,11,12,14,1,406,-0.354592,0.102041
YJL031C,Y,416,218,0,7.26,161,17,15,33,31,7,497,-0.574618,0.116208
YJL033W,Y,461,218,12,7.44,0.2,56,40,66,84,18,0.5,-0.584935,0.064935
YJL034W,Y,325,461,13,4.62,0.44,59,21,55,60,9,695,-0.318328,0.064516
YJL035C,Y,325,152,0,7.15,122,17,8,14,18,10,458,-0.2968,88
YJL036W,N,1488,152,0,6.46,147,34,19,37,46,4,438,-0.762411,0.089835
YJL037W,N,887,1488,1,9.95,113,4,8,17,21,5,463,0.164732,0.0625
YJL038C,N,887,1315,1,7.2,0.1,8,9,21,17,1,415,-0.119635,0.091324
YJL039C,Y,1315,374,0,5.06,148,106,55,97,100,24,448,0.012715,0.112299
YJL041W,Y,338,374,3,6.13,165,49,29,47,90,2,463,-0.965857,0.082625
YJL042W,N,345,338,2,7.28,152,91,52,87,106,29,473,-0.619886,0.054363
YJL043W,N,453,345,0,5.06,88,18,13,15,9,8,0.42,-0.229183,0.093385
YJL044C,N,453,371,0,6.21,164,38,18,29,38,7,495,-0.365066,0.098253
YJL045W,N,2408,371,1,7.36,163,35,20,38,34,15,501,-0.343691,0.072555
YJL046W,N,151,2408,0,7.46,115,27,13,24,36,12,355,-0.475795,0.117359
YJL047C,N,151,401,0,7.53,123,42,33,71,74,21,409,-0.47696,0.125891
YJL048C,N,406,121,1,8.8,136,19,23,20,24,8,0.47,-0.687374,0.09596
YJL049W,N,229,121,0,5.1,158,26,16,55,36,7,476,-0.763778,0.08
YJL050W,Y,266,229,2,6.28,204,66,34,99,91,32,516,-0.411463,0.074557
YJL051W,N,517,266,0,6.64,121,40,37,48,46,13,426,-0.570681,0.072993
YJL052W,N,267,517,2,8.59,856,25,7,12,28,7,907,-0.073193,0.072289
YJL053W,N,196,846,0,8.48,136,23,10,21,27,8,451,-0.425858,0.087071
YJL055W,N,283,170,0,5.45,143,11,6,23,18,9,481,-0.339184,0.077551
YJL056C,N,283,309,0,7,161,65,35,40,69,10,428,-0.927045,0.063636
YJL057C,N,309,244,0,6.42,136,38,23,44,40,12,439,-0.363568,0.092954
YJL058C,N,244,51,1,7.43,124,25,22,27,23,6,0.41,-0.42744,0.07919
YJL059W,N,243,51,0,7.15,123,15,16,13,13,11,435,0.47451,0.156863
YJL060W,N,1228,243,0,6.53,213,16,13,35,32,5,537,-0.191442,0.11036
YJL061W,Y,239,1228,0,5.09,155,47,43,51,54,13,459,-0.345161,0.089762
YJL062W,N,303,239,1,6.04,116,43,42,23,31,22,435,0.317108,0.139759
YJL065C,N,201,181,0,4.02,0.11,18,12,14,6,3,433,-0.637725,0.05988
YJL068C,N,198,309,0,6.7,199,19,11,16,22,4,521,-0.453177,0.140468
YJL069C,Y,309,284,0,4.7,165,49,27,39,34,9,459,-0.588047,0.077441
YJL070C,N,284,114,2,5.19,0.14,60,38,64,66,15,428,-0.503716,0.141892
YJL072C,Y,269,102,0,6.64,0.12,13,12,19,15,4,417,-0.503756,0.070423
YJL073W,N,331,102,0,9.6,137,43,41,32,65,13,0.44,-0.59845,0.103876
YJL074C,Y,331,342,3,5.62,181,78,71,131,124,22,511,-0.673171,0.054472
YJL076W,Y,183,342,0,8.09,152,91,48,74,122,17,464,-0.925315,0.031119
YJL077C,N,183,520,0,11.68,75,2,6,0,5,4,357,0.365649,0.091603
YJL078C,N,65,561,0,4.3,147,29,20,33,20,5,497,-0.185471,0.055619
YJL079C,N,561,648,1,4.3,297,16,8,11,9,1,635,-0.175585,0.073579
YJL080C,N,648,286,0,5.67,0.33,66,28,120,120,15,619,-0.462275,0.05401
YJL081C,Y,286,421,0,5.23,132,24,14,44,37,5,448,-0.491207,0.08589
YJL082W,N,529,421,1,6.6,173,45,25,49,49,25,473,-0.281669,0.088919
YJL083W,N,838,529,1,10.47,94,35,26,30,44,12,386,-0.948013,0.06457
YJL084C,N,838,163,1,6.9,133,59,33,65,66,12,423,-0.731071,0.068834
YJL085W,Y,341,163,0,7.52,156,32,32,48,55,14,458,-0.421348,0.083467
YJL087C,Y,341,186,0,7.76,159,50,26,68,87,12,453,-0.516445,0.095526
YJL088W,N,383,186,0,6.25,201,22,11,21,26,9,491,-0.149113,0.085799
YJL089W,N,874,383,0,6.51,138,58,34,33,64,7,391,-0.401086,0.11339
YJL090C,Y,874,204,0,9.63,138,47,32,32,69,11,423,-0.447775,0.090314
YJL091C,Y,204,132,0,10.14,132,12,9,13,27,8,449,0.451837,0.144898
YJL092W,N,610,132,0,9.44,128,80,43,83,108,21,418,-0.576661,0.074957
YJL093C,N,610,294,0,7.05,123,27,15,36,38,19,434,0.176121,0.117221
YJL094C,N,294,129,0,6,132,46,10,42,44,17,433,0.333906,0.104238
YJL095W,N,278,129,4,10.3,121,77,43,76,143,27,0.4,-0.723681,0.073748
YJL097W,Y,332,245,0,10.84,0.18,0,8,4,12,6,553,0.793548,0.138249
YJL098W,N,427,332,3,4.13,146,107,31,127,62,28,433,-0.751512,0.08034
YJL099W,N,327,427,2,5.86,118,44,21,51,52,24,413,-0.233914,0.096515
YJL100W,N,906,327,0,6.68,109,28,31,47,38,8,411,-0.67117,0.116969
YJL101C,N,906,559,0,6.23,136,53,18,43,49,15,413,-0.510177,0.117994
YJL103C,N,419,1248,1,7.85,119,40,23,30,48,13,394,-0.519256,0.07767
YJL105W,N,1727,589,0,8.76,102,37,20,30,49,12,365,-0.768572,0.082143
YJL106W,N,1373,1727,4,5.13,148,46,28,46,34,13,424,-0.481861,0.085271
YJL107C,N,1373,1543,0,5.22,132,36,12,28,31,7,411,-0.867442,0.041344
YJL108C,N,2533,395,0,7.94,172,7,15,7,8,12,503,0.67859,0.127937
YJL109C,Y,395,422,0,6.45,0.17,83,48,126,127,24,495,0.061447,0.084228
YJL110C,N,422,392,0,9.95,103,25,20,32,45,11,0.39,-0.777496,0.038113
YJL111W,Y,427,392,7,5.32,192,27,23,44,40,15,494,-0.087636,0.052727
YJL115W,N,1412,8176,0,3.71,135,35,4,58,13,1,446,-1.07814,0.057348
YJL117W,N,232,393,0,10.44,191,15,9,13,27,5,528,0.000643,0.093248
YJL118W,N,548,232,0,11.61,94,4,13,8,9,6,443,-0.145206,0.059361
YJL121C,N,548,130,0,6.24,297,18,5,13,19,10,584,-0.033613,0.067227
YJL122W,N,275,130,0,10.82,213,8,7,10,23,2,0.57,-0.760571,0.034286
YJL123C,N,275,359,0,4.32,0.15,37,25,64,47,4,466,-0.948745,0.060669
YJL124C,N,359,447,0,5.86,159,15,10,16,16,7,463,-0.832558,0.104651
YJL125C,Y,447,103,0,7.58,145,24,11,30,29,7,0.45,-0.596345,0.093995
YJL126W,N,280,103,1,6.85,115,22,16,19,21,7,0.4,-0.334854,0.061889
YJL127C,N,280,588,0,6.2,116,37,29,52,44,19,413,-0.647812,0.070312
YJL128C,N,1448,790,7,9.71,142,29,32,34,44,13,456,-0.531138,0.052395
YJL129C,N,790,1231,0,8.87,0.14,92,41,63,85,28,421,-0.694089,0.093117
YJL130C,N,1231,374,0,5.7,286,126,60,150,127,47,0.59,-0.13383,0.080397
YJL131C,N,374,111,0,10.7,118,19,13,27,53,9,395,-0.813764,0.061798
YJL132W,N,350,111,0,6.22,119,46,25,35,44,18,419,-0.108533,0.113333
YJL134W,N,914,205,1,9.33,113,14,6,15,20,13,412,0.200489,0.154034
YJL136C,N,914,297,1,5.9,693,7,3,6,5,1,812,-0.649425,0.068966
YJL137C,N,41,293,1,5.96,0.14,26,22,26,27,6,0.44,-0.384474,0.115789
YJL138C,N,293,504,9,4.85,751,26,22,32,21,12,867,-0.197215,0.078481
YJL139C,N,504,86,8,5.01,138,34,10,32,22,9,424,-0.540421,0.170561
YJL140W,N,570,86,0,4.66,137,19,12,29,18,3,427,-0.9,0.040724
