orf_id,Essential,paralog_count,CAI,Leu,Ser,Thr,Cys,Trp,orf_size,strand_bias
b1162,N,1,"0,342",26,15,10,1,9,243,0
b1163,N,0,"0,344",39,27,16,5,4,403,0
b1165,N,0,"0,238",7,8,5,0,0,90,1
b1166,N,0,"0,272",13,8,8,0,0,88,1
b1167,N,0,"0,275",11,6,5,1,0,82,1
b1168,N,6,"0,337",61,26,26,7,3,521,1
b1171,N,0,"0,638",9,6,6,2,1,111,0
b1172,N,0,"0,598",8,0,7,0,0,94,0
b1175,Y,0,"0,488",28,14,14,2,0,270,0
b1176,N,0,"0,423",22,14,14,3,2,231,0
b1177,N,0,"0,373",8,10,5,6,0,122,1
b1178,N,0,"0,388",11,14,7,0,0,133,0
b1180,Y,0,"0,479",22,12,16,3,2,219,1
b1181,N,0,"0,546",15,7,8,9,6,158,1
b1182,N,0,"0,426",32,20,22,2,2,305,0
b1183,N,0,"0,453",13,12,7,1,0,139,1
b1184,N,0,"0,368",39,27,25,11,6,422,1
b1185,N,0,"0,549",28,5,6,6,7,176,0
b1186,N,0,"0,527",83,30,30,5,10,513,0
b1187,N,0,"0,451",26,12,14,1,4,239,1
b1188,N,0,"0,506",47,32,22,6,12,510,0
b1189,Y,0,"0,498",43,19,29,6,8,432,1
b1190,N,1,"0,445",35,16,22,4,9,356,1
b1191,N,0,"0,454",84,29,16,3,9,536,0
b1192,N,0,"0,454",41,14,21,5,5,304,0
b1193,N,0,"0,392",23,18,10,3,5,241,1
b1194,N,0,"0,409",31,13,14,1,3,244,0
b1195,N,1,"0,39",11,3,2,1,2,84,1
b1196,N,0,"0,361",17,15,6,1,3,146,1
b1197,N,1,"0,466",52,29,37,4,16,565,0
b1198,N,0,"0,46",62,29,28,8,2,473,0
b1199,Y,0,"0,473",19,21,13,2,2,210,0
b1200,N,0,"0,486",40,19,26,8,5,366,0
b1201,N,6,"0,376",82,37,42,10,8,642,1
b1202,N,0,"0,402",72,94,83,0,7,955,0
b1203,Y,0,"0,67",31,7,20,6,1,363,0
b1204,Y,0,"0,449",21,5,10,1,2,194,0
b1205,Y,0,"0,477",10,5,0,2,3,92,1
b1206,N,0,"0,517",82,26,26,6,7,550,0
b1207,Y,0,"0,702",26,19,14,4,0,315,0
b1208,Y,0,"0,383",36,15,17,4,5,283,0
b1212,Y,0,"0,449",33,13,13,5,4,277,1
b1213,Y,0,"0,41",24,8,8,0,3,130,1
b1214,N,0,"0,43",44,16,3,5,5,269,1
b1216,N,0,"0,407",61,30,21,1,3,366,0
b1218,N,0,"0,391",32,9,17,7,7,238,1
b1219,N,0,"0,394",18,7,8,2,1,117,0
b1220,N,0,"0,379",45,27,24,0,14,417,1
b1221,N,1,"0,52",31,12,11,0,1,216,0
b1222,N,1,"0,421",84,38,34,11,7,598,0
b1223,N,1,"0,548",51,40,25,5,11,463,1
b1224,N,1,"0,688",103,74,74,12,38,1247,1
b1225,N,1,"0,718",40,23,23,17,9,512,1
b1226,N,1,"0,605",35,11,8,1,2,236,1
b1227,N,1,"0,644",33,13,9,2,6,225,1
b1228,Y,0,"0,328",11,11,1,3,1,91,1
b1232,Y,0,"0,49",27,8,13,3,0,280,0
b1233,N,0,"0,381",9,9,6,11,4,152,0
b1234,N,0,"0,361",35,20,16,5,7,314,1
b1235,Y,0,"0,335",60,13,11,6,4,337,1
b1236,Y,1,"0,55",27,12,14,5,2,302,1
b1237,Y,1,"0,647",14,6,9,1,1,137,0
b1238,Y,0,"0,381",21,16,7,6,1,205,1
b1239,N,0,"0,352",25,13,13,1,3,196,0
b1241,N,0,"0,748",72,50,49,9,5,891,0
b1242,N,1,"0,394",26,14,13,2,4,215,1
b1243,N,6,"0,553",45,30,41,2,13,543,1
b1244,N,6,"0,392",41,18,14,1,3,306,1
b1245,Y,4,"0,482",44,29,9,1,5,302,1
b1246,Y,14,"0,451",40,15,19,6,0,337,1
b1247,N,22,"0,444",40,16,13,7,4,334,1
b1248,N,0,"0,527",15,6,6,5,2,135,0
b1249,N,1,"0,403",60,25,19,5,13,486,0
b1250,N,0,"0,348",58,40,23,3,4,417,0
b1251,N,0,"0,435",14,7,3,0,1,130,0
b1252,Y,0,"0,439",13,13,14,1,2,239,1
b1253,Y,0,"0,395",8,5,9,3,2,132,0
b1254,Y,0,"0,484",26,5,9,1,7,179,0
b1255,N,0,"0,372",45,23,11,1,2,247,0
b1256,N,0,"0,472",19,13,20,0,5,212,1
b1257,N,0,"0,403",12,15,8,1,2,168,0
b1258,N,0,"0,468",18,8,11,1,0,166,0
b1260,N,0,"0,507",27,11,9,3,0,268,0
b1261,N,0,"0,577",39,18,23,5,1,397,0
b1262,N,0,"0,494",49,25,14,7,3,453,0
b1263,N,0,"0,529",66,31,25,5,1,531,0
b1264,N,1,"0,522",67,36,25,12,0,520,0
b1266,N,0,"0,397",29,13,17,6,8,293,1
b1267,N,0,"0,515",21,10,14,3,0,218,1
b1268,N,0,"0,353",78,36,27,10,16,631,1
b1269,Y,1,"0,649",28,15,12,3,4,291,1
b1270,Y,0,"0,471",13,5,14,2,3,196,0
b1271,Y,0,"0,463",27,13,16,4,4,252,0
b1272,N,0,"0,491",35,17,13,1,5,349,1
b1273,N,0,"0,446",9,2,8,0,0,83,0
b1274,Y,1,"0,61",63,48,50,14,10,865,1
b1275,N,3,"0,417",27,19,24,1,2,324,1
b1276,N,0,"0,482",84,51,54,7,13,891,1
b1277,Y,0,"0,516",27,3,10,4,1,196,0
b1278,N,0,"0,323",32,10,15,2,17,254,1
b1279,Y,0,"0,407",17,6,4,1,2,102,1
b1280,N,0,"0,483",48,18,18,6,5,389,1
b1281,Y,0,"0,508",23,15,14,3,1,245,1
b1282,N,0,"0,478",11,6,5,3,0,109,1
b1284,N,1,"0,467",23,22,18,3,1,249,0
b1285,N,10,"0,392",73,50,33,8,10,661,0
b1286,N,1,"0,602",59,21,32,7,9,644,0
b1288,Y,0,"0,745",22,20,9,4,1,262,0
b1289,N,0,"0,34",13,10,4,3,4,117,0
b1290,N,15,"0,451",35,18,15,0,2,268,0
b1291,N,9,"0,474",37,16,20,8,7,330,0
b1292,N,4,"0,494",46,19,14,3,7,296,0
b1293,N,5,"0,46",47,19,18,3,12,321,0
b1294,N,3,"0,473",63,42,24,4,11,547,0
b1295,N,0,"0,453",7,1,3,1,1,81,0
b1296,N,1,"0,502",61,32,28,2,11,479,0
b1297,N,0,"0,479",55,20,17,8,3,498,0
b1298,N,0,"0,357",35,16,4,5,3,258,1
b1299,N,0,"0,413",16,18,15,1,0,185,1
b1300,N,8,"0,571",54,32,25,4,9,495,1
b1301,N,0,"0,602",45,21,25,7,2,426,1
b1302,N,6,"0,601",34,19,21,4,0,421,1
b1303,N,0,"0,432",49,14,13,3,2,330,0
b1304,N,0,"0,614",27,14,7,0,1,222,1
b1306,Y,0,"0,522",17,8,5,1,1,119,1
b1308,Y,0,"0,515",8,3,3,1,1,104,1
b1309,N,0,"0,368",63,38,32,7,12,568,1
b1310,N,0,"0,594",32,29,32,2,6,430,1
b1311,N,0,"0,489",44,19,15,0,9,293,1
b1312,N,1,"0,52",35,21,20,2,3,280,1
b1313,N,0,"0,617",18,17,13,8,4,350,1
b1315,N,0,"0,541",30,19,19,9,4,351,1
b1316,N,0,"0,458",75,47,42,11,20,755,1
b1317,N,0,"0,473",29,17,8,3,3,219,1
b1318,N,20,"0,455",27,13,19,1,1,322,1
b1319,N,0,"0,513",22,12,16,3,10,301,1
b1320,N,5,"0,459",29,29,21,3,1,332,0
b1321,N,0,"0,424",62,20,19,4,10,465,1
b1322,Y,0,"0,466",41,16,14,3,10,353,1
b1323,N,10,"0,43",68,26,22,6,3,513,1
b1324,N,0,"0,692",15,10,12,3,0,168,0
b1325,N,0,"0,388",44,16,21,7,5,335,1
b1326,Y,0,"0,395",30,18,16,8,7,262,0
b1327,N,0,"0,49",16,24,20,1,3,310,0
b1328,N,1,"0,32",35,20,17,0,1,299,1
b1329,N,4,"0,453",48,29,41,2,13,544,1
b1330,N,0,"0,469",32,21,22,3,5,343,0
b1332,Y,0,"0,452",10,7,5,0,1,85,1
b1333,N,0,"0,504",31,8,14,2,5,316,0
b1334,N,0,"0,578",27,16,14,5,0,250,0
b1336,N,0,"0,389",72,40,17,2,8,510,0
b1337,N,0,"0,453",37,25,38,9,8,481,0
b1338,N,0,"0,463",32,23,27,3,6,441,0
b1339,N,2,"0,39",32,25,12,5,1,302,1
b1340,Y,0,"0,46",22,9,8,3,3,187,1
b1341,N,1,"0,387",53,25,26,6,4,430,0
b1342,N,0,"0,4",42,15,16,6,8,327,1
b1343,N,3,"0,424",58,24,27,9,4,457,1
b1344,N,0,"0,539",32,11,12,8,2,311,0
b1345,N,1,"0,266",39,23,31,6,8,411,0
b1349,N,0,"0,462",21,20,13,2,2,269,0
b1350,N,0,"0,477",61,49,57,14,12,866,0
b1351,N,0,"0,491",7,1,9,1,0,91,0
b1353,N,0,"0,29",25,14,10,3,3,203,1
b1356,Y,0,"0,335",12,14,7,0,4,158,0
b1357,Y,0,"0,302",7,11,2,5,2,98,1
b1358,Y,0,"0,478",15,6,5,1,3,140,1
b1359,Y,0,"0,296",28,14,15,1,6,285,1
b1360,N,1,"0,449",22,14,13,4,5,248,1
b1361,N,0,"0,399",18,19,17,3,3,203,1
b1362,N,0,"0,446",9,3,6,2,0,101,1
b1363,N,1,"0,259",63,44,31,10,10,485,1
b1364,N,0,"0,284",13,4,5,3,1,93,1
b1365,N,0,"0,437",8,6,4,0,1,87,1
b1366,N,0,"0,444",12,9,3,0,2,119,1
b1368,N,0,"0,34",31,21,21,1,0,342,1
b1370,Y,10,"0,471",32,15,19,1,6,326,0
b1371,N,0,"0,395",16,11,9,2,3,153,1
b1372,N,0,"0,435",46,156,106,6,8,1122,1
b1373,N,3,"0,437",17,11,12,0,6,191,1
b1374,N,2,"0,297",17,13,14,4,0,196,0
b1375,N,1,"0,235",11,3,5,0,2,88,0
b1376,N,1,"0,445",16,14,10,1,0,168,0
b1377,N,4,"0,614",27,21,24,0,5,377,0
b1378,N,0,"0,54",117,71,63,19,14,1174,0
b1379,Y,0,"0,519",17,10,10,3,0,140,0
b1380,N,0,"0,643",38,16,19,6,0,329,0
b1381,N,0,"0,404",127,52,49,4,32,879,1
b1383,N,0,"0,347",13,4,6,1,1,110,1
b1384,N,0,"0,365",32,21,16,5,6,301,0
b1385,N,8,"0,412",47,31,32,8,11,500,1
b1386,N,0,"0,548",49,29,51,0,17,757,0
b1387,N,0,"0,455",65,37,40,10,8,681,0
b1388,N,0,"0,469",21,12,14,5,10,309,1
b1390,Y,0,"0,48",34,8,12,2,6,248,1
b1391,N,0,"0,433",12,8,16,8,4,167,1
b1392,N,1,"0,485",36,21,23,9,0,356,1
b1393,N,1,"0,405",39,15,13,3,1,255,1
b1394,N,1,"0,401",34,10,15,5,3,262,1
b1395,N,0,"0,421",51,24,26,6,7,475,1
b1396,N,0,"0,482",8,7,12,4,1,140,1
b1397,N,4,"0,423",43,20,17,6,1,401,1
b1398,N,0,"0,45",41,23,32,8,4,437,1
b1399,Y,0,"0,405",49,23,11,4,7,316,1
b1400,Y,1,"0,463",14,7,6,3,1,196,1
b1406,N,0,"0,439",34,20,16,1,2,286,1
b1407,N,0,"0,324",97,53,27,5,15,770,1
b1408,N,0,"0,284",45,11,11,4,6,203,1
b1410,N,0,"0,375",63,41,21,2,9,585,1
b1411,N,0,"0,322",64,22,21,13,21,430,1
b1412,Y,0,"0,646",19,15,11,0,1,201,0
b1413,N,0,"0,547",140,63,51,9,20,1281,1
b1414,N,0,"0,416",21,13,18,3,6,266,1
b1415,N,8,"0,49",33,20,19,3,7,479,1
b1418,N,1,"0,358",27,9,6,2,4,188,1
b1421,Y,4,"0,403",42,46,34,1,1,546,1
b1422,N,2,"0,334",48,28,25,5,2,354,0
b1423,N,0,"0,416",47,18,26,6,3,447,1
b1424,N,1,"0,514",35,32,32,8,14,551,1
b1427,Y,0,"0,444",18,10,6,3,3,179,1
b1428,N,0,"0,401",20,17,15,5,5,326,0
b1429,N,0,"0,395",53,25,18,3,11,330,1
b1430,N,0,"0,499",19,5,13,3,2,197,1
b1431,N,0,"0,54",16,13,22,2,2,222,1
b1432,N,0,"0,392",29,29,16,9,8,402,1
b1433,N,0,"0,344",67,33,30,8,9,478,0
b1434,Y,0,"0,367",15,17,13,3,3,178,1
b1435,N,0,"0,509",67,32,33,9,4,667,1
b1438,Y,0,"0,348",19,7,9,0,0,145,1
b1439,N,1,"0,406",61,31,19,4,10,468,1
b1440,N,0,"0,533",25,20,29,5,14,381,1
b1441,Y,13,"0,457",38,20,15,2,2,337,1
b1442,Y,2,"0,455",52,15,18,0,8,313,1
b1443,Y,0,"0,413",44,12,20,1,8,264,1
b1444,N,8,"0,517",42,24,25,7,6,474,1
b1447,Y,0,"0,371",24,13,8,1,4,149,0
b1448,Y,0,"0,447",14,9,9,2,4,172,0
b1449,N,0,"0,43",32,18,14,7,5,376,1
b1450,N,0,"0,331",35,7,7,4,1,240,1
b1451,N,1,"0,434",51,56,51,2,13,700,0
b1452,Y,0,"0,575",37,25,31,0,3,353,1
b1453,N,8,"0,483",57,32,26,4,12,516,0
b1454,N,0,"0,338",26,7,13,4,6,205,1
b1456,N,0,"0,404",59,38,49,7,12,682,1
b1458,N,2,"0,327",21,16,11,3,3,248,1
b1460,N,2,"0,32",30,24,15,8,6,378,1
b1462,N,0,"0,379",17,13,13,3,6,205,0
b1463,Y,0,"0,404",36,10,13,4,6,281,1
b1464,Y,0,"0,491",24,13,20,3,3,297,0
b1465,N,1,"0,416",29,15,13,3,8,226,0
b1466,N,1,"0,49",38,13,7,4,4,231,0
b1467,N,1,"0,589",33,26,20,18,11,514,0
b1468,N,1,"0,555",104,87,67,17,40,1246,0
b1469,N,1,"0,391",54,33,20,5,11,462,0
b1470,N,0,"0,305",11,8,6,1,1,111,0
b1471,Y,0,"0,242",51,23,26,2,3,318,0
b1472,Y,0,"0,468",8,1,5,0,1,96,0
b1473,N,0,"0,35",45,20,19,5,9,293,0
b1475,N,2,"0,618",17,13,13,17,4,294,1
b1476,N,1,"0,578",15,10,7,2,8,217,1
b1477,Y,0,"0,283",15,11,7,2,2,120,0
b1478,N,5,"0,571",25,15,19,9,2,346,0
b1479,N,0,"0,573",52,30,29,6,7,574,0
b1481,N,0,"0,343",7,5,10,1,1,92,0
b1482,N,0,"0,5",10,10,12,2,1,143,1
b1483,N,22,"0,38",42,20,15,5,5,308,0
b1484,N,13,"0,42",34,18,14,10,2,328,0
b1485,Y,5,"0,393",42,20,12,2,8,298,0
b1486,N,5,"0,402",59,13,15,3,10,340,0
b1487,N,6,"0,487",46,31,30,0,10,516,0
b1488,N,0,"0,466",20,14,9,4,3,193,0
b1489,N,4,"0,481",82,52,28,8,13,807,0
b1490,N,3,"0,403",42,34,18,0,6,460,0
b1491,N,0,"0,404",32,37,25,3,15,439,0
b1492,N,0,"0,481",66,30,30,3,8,511,0
b1493,N,1,"0,659",40,19,19,10,11,466,0
b1494,N,0,"0,414",103,68,57,2,16,931,0
b1495,N,0,"0,476",55,74,66,3,16,790,0
b1496,N,0,"0,356",84,36,33,5,22,561,0
b1497,N,1,"0,414",25,25,20,12,4,390,0
b1498,N,1,"0,4",45,39,39,0,8,571,0
b1499,N,1,"0,371",24,19,15,8,1,253,0
b1501,N,1,"0,41",64,50,35,14,8,759,0
b1502,N,1,"0,318",25,27,26,4,4,304,0
b1503,N,1,"0,356",14,7,21,3,2,167,0
b1504,N,1,"0,341",21,18,15,3,1,176,0
b1505,N,0,"0,364",27,39,31,2,5,382,0
b1507,N,0,"0,335",48,26,24,3,6,440,0
b1509,N,0,"0,486",26,37,34,0,13,466,0
b1510,N,0,"0,389",116,100,139,3,10,1325,0
b1511,N,2,"0,405",57,34,29,10,14,530,0
b1512,N,0,"0,409",32,22,14,4,1,317,0
b1513,N,9,"0,445",76,35,31,5,3,511,1
b1514,N,2,"0,424",61,17,18,5,8,342,1
b1515,N,0,"0,407",58,22,14,5,4,330,1
b1516,N,0,"0,474",23,18,16,2,4,340,1
b1517,N,0,"0,481",20,14,13,5,2,291,1
b1518,N,0,"0,595",8,3,5,1,0,96,1
b1519,N,0,"0,426",32,13,8,3,9,252,1
b1520,N,0,"0,393",48,18,16,5,5,321,0
b1521,N,1,"0,64",56,19,23,4,7,483,0
b1522,N,0,"0,439",34,25,18,6,3,315,0
b1523,Y,0,"0,542",10,6,3,4,2,119,0
b1524,N,1,"0,446",27,22,9,4,4,308,0
b1525,N,8,"0,505",38,14,24,7,7,470,0
b1526,N,0,"0,44",30,19,16,2,6,293,1
b1527,N,0,"0,287",42,22,18,4,3,371,1
b1528,N,3,"0,389",60,30,23,3,9,396,1
b1529,N,1,"0,445",28,18,8,1,2,221,0
b1530,N,0,"0,483",22,3,8,6,1,125,1
b1531,Y,0,"0,414",12,13,9,0,2,129,1
b1533,N,0,"0,394",45,15,14,2,5,266,0
b1534,Y,0,"0,425",55,36,23,6,10,395,1
b1535,N,0,"0,356",32,11,16,5,4,296,0
b1536,N,0,"0,445",8,8,4,0,0,130,0
b1538,N,1,"0,442",72,26,30,2,15,681,0
b1539,N,1,"0,527",21,9,19,2,5,248,0
b1540,N,0,"0,541",19,15,9,4,2,228,0
b1542,N,3,"0,429",49,22,23,4,8,486,1
b1543,N,4,"0,452",44,30,24,5,8,427,1
b1544,N,1,"0,243",11,3,4,0,2,88,0
b1545,N,2,"0,299",17,13,14,4,0,196,0
b1546,N,3,"0,437",17,11,12,0,6,191,1
b1549,N,2,"0,278",14,9,10,0,2,141,0
b1554,N,0,"0,474",10,8,8,8,5,177,1
b1555,Y,0,"0,423",8,4,3,0,0,103,1
b1556,Y,0,"0,327",13,6,8,1,2,96,1
b1559,N,0,"0,365",25,14,14,10,5,260,1
b1560,N,0,"0,396",41,24,18,9,8,362,1
b1563,Y,0,"0,355",10,7,1,1,1,95,1
b1565,Y,0,"0,307",9,13,8,3,0,101,0
b1566,N,0,"0,374",7,8,12,0,1,110,0
b1568,N,0,"0,343",5,0,9,1,3,96,1
b1570,Y,0,"0,275",18,9,8,1,2,135,0
b1577,N,0,"0,446",17,12,14,10,8,306,0
b1578,Y,0,"0,347",17,14,10,8,4,218,0
b1579,N,1,"0,323",32,24,26,6,6,398,0
b1580,N,10,"0,47",22,21,16,8,3,339,1
b1581,N,1,"0,516",34,15,24,7,11,404,1
b1582,Y,0,"0,356",21,3,8,4,7,108,1
b1583,N,0,"0,484",11,6,9,3,3,113,0
b1584,N,0,"0,488",19,7,5,2,1,186,0
b1585,N,0,"0,403",27,17,21,6,1,248,1
b1586,Y,0,"0,37",12,15,6,5,0,115,0
b1587,N,6,"0,493",58,52,49,12,15,808,0
b1588,N,6,"0,452",55,49,49,13,17,808,0
b1589,Y,3,"0,544",9,9,11,16,2,205,0
b1590,N,1,"0,393",42,16,11,6,11,284,0
b1591,N,0,"0,445",29,12,10,2,11,207,0
b1592,N,0,"0,365",79,29,27,9,8,438,0
b1593,N,1,"0,452",32,14,12,2,3,235,1
b1594,N,1,"0,469",51,30,15,4,2,406,1
b1595,N,5,"0,411",39,15,13,0,3,297,1
b1596,N,0,"0,391",63,45,28,3,10,417,0
b1597,N,0,"0,539",3,3,12,0,0,111,0
b1598,N,0,"0,388",28,17,21,4,7,273,0
b1599,Y,0,"0,42",19,5,1,0,5,109,1
b1600,N,0,"0,405",20,10,7,0,3,121,1
b1601,N,1,"0,38",67,16,14,1,5,344,0
b1602,N,0,"0,603",49,28,22,2,4,462,1
b1603,N,0,"0,531",42,27,30,5,7,510,1
b1604,N,0,"0,665",14,21,20,0,2,314,0
b1605,N,3,"0,531",79,25,25,6,13,460,0
b1606,N,0,"0,475",26,13,11,3,2,240,0
b1607,N,0,"0,4",15,6,4,2,5,111,1
b1608,N,5,"0,417",37,10,18,2,3,242,0
b1609,Y,3,"0,425",69,29,16,4,6,433,0
b1610,Y,0,"0,416",39,11,12,2,5,309,0
b1611,N,1,"0,501",52,28,25,7,5,467,1
b1612,N,1,"0,564",51,25,27,9,3,548,1
b1613,N,0,"0,534",47,30,12,2,4,391,0
b1614,Y,1,"0,525",56,43,28,0,5,502,0
b1615,N,0,"0,346",44,38,23,1,11,417,1
b1616,N,5,"0,469",57,32,29,8,9,457,1
b1617,N,0,"0,56",40,25,35,9,19,603,1
b1618,Y,0,"0,416",16,12,11,2,0,196,1
b1619,N,4,"0,483",21,18,11,4,1,255,1
b1620,N,0,"0,381",37,25,24,3,4,342,1
b1621,N,3,"0,546",64,30,30,7,7,530,0
b1622,N,0,"0,479",35,23,19,8,13,390,0
b1623,N,0,"0,516",35,15,16,4,3,333,0
b1624,N,1,"0,436",38,23,19,1,5,359,1
b1626,N,0,"0,335",28,9,17,1,6,154,0
b1627,N,0,"0,467",36,8,13,3,2,193,0
b1629,N,0,"0,525",47,22,27,14,7,740,0
b1630,N,0,"0,42",53,21,21,1,13,352,0
b1631,N,0,"0,469",21,7,18,2,2,206,0
b1632,N,0,"0,486",35,12,15,3,3,231,0
b1633,N,0,"0,486",22,6,15,7,2,211,0
b1634,Y,3,"0,685",57,32,19,3,10,500,0
b1635,N,0,"0,485",27,8,11,2,3,201,0
b1636,N,1,"0,553",28,11,12,5,3,287,1
b1637,Y,0,"0,648",44,21,21,7,6,424,1
b1638,N,0,"0,513",24,14,7,1,6,218,1
b1640,N,0,"0,406",46,17,22,4,8,369,1
b1641,N,0,"0,627",9,12,10,1,0,155,0
b1642,N,0,"0,399",23,8,8,1,2,146,1
b1644,N,2,"0,452",27,22,21,3,7,299,0
b1645,N,0,"0,376",103,57,34,12,23,670,0
b1646,N,0,"0,502",15,11,8,2,0,173,1
b1647,N,0,"0,512",35,14,13,3,5,298,1
b1648,Y,0,"0,29",13,11,2,6,2,125,1
b1649,N,0,"0,495",27,11,11,6,1,199,0
b1650,N,0,"0,564",29,22,17,0,5,365,0
b1652,Y,0,"0,557",19,9,13,4,3,215,0
b1653,N,0,"0,389",185,105,84,7,25,1538,0
b1654,Y,0,"0,756",10,5,4,3,2,115,1
b1655,N,1,"0,505",14,25,30,4,2,271,0
b1656,N,1,"0,673",15,11,14,1,7,193,0
b1657,N,3,"0,427",54,29,21,1,3,389,1
b1658,N,9,"0,61",25,17,16,4,4,341,0
b1659,N,4,"0,4",31,20,16,6,14,310,1
b1660,N,2,"0,47",63,30,22,7,12,403,0
b1661,N,0,"0,48",35,23,9,8,11,382,0
b1662,Y,0,"0,46",19,8,20,3,2,213,1
b1663,N,0,"0,498",61,22,22,3,7,457,0
b1664,N,0,"0,422",44,26,33,5,2,418,1
b1667,Y,0,"0,391",13,4,4,0,2,101,0
b1668,N,0,"0,372",51,27,22,5,8,534,0
b1669,N,0,"0,397",11,26,9,6,5,270,1
b1670,N,0,"0,352",41,10,12,4,8,261,1
b1671,Y,3,"0,425",12,15,11,16,4,239,1
b1673,N,0,"0,483",55,36,46,15,16,700,1
b1674,N,0,"0,439",17,11,18,18,3,208,1
b1676,N,1,"0,788",40,24,34,6,0,470,0
b1678,N,3,"0,364",30,19,23,1,2,334,1
b1679,N,0,"0,452",16,7,3,2,3,138,1
b1680,N,1,"0,473",45,21,22,4,5,406,1
b1681,N,0,"0,481",49,23,25,3,3,423,1
b1682,N,0,"0,456",30,16,10,1,1,248,1
b1683,N,0,"0,528",33,38,33,13,10,508,1
b1684,Y,1,"0,472",10,4,5,3,1,122,1
b1686,Y,1,"0,397",14,8,7,4,2,136,1
b1687,N,0,"0,474",111,53,49,19,11,1018,1
b1688,N,0,"0,465",59,12,20,3,13,370,0
b1689,N,0,"0,395",10,5,6,4,4,127,0
b1690,N,1,"0,365",52,32,29,6,6,404,0
b1691,N,1,"0,425",50,34,17,7,4,423,0
b1692,N,0,"0,426",31,9,19,4,2,288,0
b1693,N,0,"0,574",22,17,17,0,1,252,0
b1694,N,0,"0,456",49,20,33,6,2,531,0
b1695,Y,1,"0,542",33,19,24,8,6,401,0
b1696,N,0,"0,384",25,25,15,7,4,303,1
b1697,N,1,"0,502",31,15,10,2,2,254,0
b1698,Y,1,"0,548",31,17,10,6,3,312,0
b1699,N,2,"0,505",39,23,15,4,2,429,0
b1700,Y,1,"0,494",7,2,4,5,1,97,0
b1701,N,4,"0,416",65,32,33,15,8,566,0
b1703,N,0,"0,459",28,16,13,3,1,277,0
b1704,Y,2,"0,472",32,20,26,7,3,348,0
b1706,N,0,"0,391",58,37,26,2,12,478,1
b1707,N,0,"0,291",33,12,13,6,3,237,1
b1708,N,1,"0,405",15,11,10,3,3,154,1
b1709,N,1,"0,38",39,17,14,1,4,249,1
b1710,Y,0,"0,494",15,8,12,3,3,183,1
b1711,N,2,"0,343",69,15,11,8,14,326,1
b1716,Y,0,"0,769",6,4,1,0,1,118,1
b1718,Y,0,"0,5",15,7,5,1,0,180,1
b1719,Y,0,"0,602",53,30,24,13,11,642,1
b1722,Y,0,"0,458",20,25,23,0,6,252,1
b1723,N,1,"0,461",31,23,16,4,1,309,0
b1724,Y,0,"0,329",11,6,14,0,2,96,0
b1726,N,0,"0,388",21,8,8,1,3,178,1
b1727,N,0,"0,416",33,16,7,3,3,222,0
b1728,N,0,"0,373",28,12,7,4,9,200,0
b1729,N,2,"0,587",68,33,28,1,6,463,0
b1730,N,0,"0,244",28,27,10,4,0,271,1
b1731,N,0,"0,445",5,5,3,0,2,87,1
b1732,N,0,"0,525",60,40,37,2,9,753,0
b1733,N,0,"0,411",29,15,13,3,2,249,1
b1734,N,1,"0,507",53,19,14,7,4,450,1
b1735,N,0,"0,413",23,19,20,1,1,280,1
b1736,Y,0,"0,509",16,5,5,0,0,116,1
b1737,N,0,"0,479",53,26,22,0,9,452,1
b1738,Y,0,"0,489",13,5,2,1,0,106,1
b1740,Y,0,"0,495",27,11,15,3,2,275,0
b1741,Y,0,"0,357",42,16,11,9,5,295,0
b1742,Y,0,"0,436",20,10,13,3,5,212,1
b1743,N,0,"0,716",11,2,11,0,0,161,1
b1745,Y,0,"0,461",51,29,14,3,5,447,1
b1746,N,8,"0,442",54,26,26,5,13,492,1
b1747,Y,0,"0,503",33,19,18,7,4,344,1
b1748,N,6,"0,546",36,19,21,6,4,406,1
b1749,N,0,"0,56",23,11,11,3,5,268,0
b1750,N,0,"0,364",50,16,16,3,2,252,0
b1751,N,0,"0,484",26,20,21,8,5,279,0
b1752,N,0,"0,41",30,14,14,2,7,235,0
b1753,Y,0,"0,45",24,15,7,4,5,182,0
b1754,N,0,"0,419",44,18,25,1,14,389,0
b1755,N,0,"0,392",108,24,26,4,27,496,0
b1756,Y,0,"0,358",35,14,9,3,4,217,0
b1757,N,0,"0,525",39,33,22,2,18,440,0
b1758,N,0,"0,361",40,6,11,3,7,208,1
b1759,N,0,"0,409",14,5,2,1,3,135,0
b1760,N,0,"0,406",8,6,3,4,1,90,1
b1761,N,0,"0,585",35,22,22,4,5,447,0
b1762,N,0,"0,31",36,35,10,10,13,387,1
b1763,N,1,"0,497",62,31,28,12,8,653,1
b1764,Y,0,"0,574",30,16,21,7,1,347,1
b1765,Y,0,"0,537",12,10,7,3,3,183,1
b1766,N,0,"0,563",53,48,34,2,11,618,0
b1767,N,0,"0,489",34,16,23,1,1,338,0
b1768,N,0,"0,459",21,11,11,5,5,219,0
b1769,N,2,"0,311",55,31,23,3,11,452,1
b1770,N,5,"0,371",25,18,18,2,2,252,1
b1772,N,0,"0,394",31,16,21,8,1,322,1
b1773,N,2,"0,503",17,15,13,2,4,278,1
b1774,N,9,"0,489",18,13,18,11,0,347,1
b1775,N,2,"0,355",54,32,27,7,11,459,1
b1779,Y,1,"0,856",20,15,27,3,3,331,0
b1780,N,0,"0,55",27,16,17,5,7,301,0
b1781,N,2,"0,379",33,14,10,3,7,284,1
